return_id,order_id,product_id,return_reason,refund_amount,return_date
R003410,O0033510,P0880,Defective,1103.65,2025-03-11
R003411,O0033515,P0190,Wrong Item,178.35,2025-04-29
R003412,O0033537,P0575,Wrong Item,1106.87,2024-08-21
R003413,O0033538,P1359,Changed Mind,813.55,2024-03-25
R003414,O0033543,P0611,Changed Mind,500.1,2024-05-27
R003415,O0033543,P1078,Changed Mind,2125.95,2024-06-06
R003416,O0033543,P1045,Defective,808.17,2024-06-11
R003417,O0033584,P0766,Changed Mind,125.56,2026-02-27
R003418,O0033594,P0028,Changed Mind,1177.79,2025-11-22
R003419,O0033595,P1468,Late Delivery,647.93,2026-06-28
R003420,O0033599,P1027,Wrong Item,1028.74,2025-04-23
R003421,O0033605,P0581,Defective,335.23,2025-05-20
R003422,O0033633,P1291,Late Delivery,939.28,2026-03-16
R003423,O0033633,P0132,Defective,1292.76,2026-03-10
R003424,O0033633,P0543,Wrong Item,86.54,2026-03-23
R003425,O0033644,P1099,Late Delivery,2106.14,2024-04-02
R003426,O0033650,P0445,Changed Mind,133.23,2024-12-16
R003427,O0033669,P1416,Changed Mind,917.76,2026-03-24
R003428,O0033679,P0174,Changed Mind,2141.89,2026-08-07
R003429,O0033693,P0288,Changed Mind,662.63,2026-08-09
R003430,O0033693,P0536,Changed Mind,862.27,2026-07-23
R003431,O0033703,P0240,Wrong Item,3651.76,2024-12-31
R003432,O0033704,P0832,Wrong Item,450.95,2024-07-02
R003433,O0033770,P1173,Wrong Item,601.18,2024-06-04
R003434,O0033777,P0921,Defective,1616.64,2024-12-07
R003435,O0033785,P0128,Changed Mind,622.94,2024-03-16
R003436,O0033843,P0286,Defective,2698.02,2025-11-19
R003437,O0033843,P0135,Wrong Item,344.64,2025-11-10
R003438,O0033843,P0774,Wrong Item,493.41,2025-11-08
R003439,O0033888,P1199,Defective,1680.34,2026-07-18
R003440,O0033888,P0265,Defective,1094.42,2026-07-07
R003441,O0033888,P0296,Defective,523.4,2026-07-13
R003442,O0033932,P0123,Late Delivery,600.82,2025-06-23
R003443,O0033932,P1142,Defective,760.97,2025-06-19
R003444,O0033932,P0960,Late Delivery,1081.1,2025-06-20
R003445,O0033932,P0064,Changed Mind,2551.41,2025-06-21
R003446,O0033959,P0152,Changed Mind,1273.94,2026-06-17
R003447,O0033984,P0373,Late Delivery,261.29,2025-05-15
R003448,O0033984,P0057,Wrong Item,1045.81,2025-05-14
R003449,O0033988,P0705,Wrong Item,586.84,2024-08-23
R003450,O0033988,P0159,Changed Mind,1758.99,2024-09-02
R003451,O0033994,P0033,Late Delivery,1097.29,2024-02-02
R003452,O0033994,P1428,Changed Mind,138.6,2024-01-18
R003453,O0033994,P0013,Late Delivery,496.58,2024-01-23
R003454,O0033996,P0455,Wrong Item,936.56,2025-02-22
R003455,O0033996,P1081,Late Delivery,305.99,2025-02-13
R003456,O0033996,P1359,Defective,758.84,2025-02-14
R003457,O0034003,P0666,Wrong Item,126.06,2026-05-21
R003458,O0034019,P1097,Defective,918.45,2024-06-16
R003459,O0034038,P0004,Changed Mind,3880.25,2026-04-10
R003460,O0034038,P0502,Wrong Item,833.08,2026-04-04
R003461,O0034078,P0371,Late Delivery,228.12,2024-08-09
R003462,O0034078,P1032,Defective,2180.38,2024-08-04
R003463,O0034094,P0819,Wrong Item,790.64,2024-06-13
R003464,O0034094,P0463,Late Delivery,1099.58,2024-06-22
R003465,O0034100,P0734,Changed Mind,1063.33,2025-06-10
R003466,O0034100,P0999,Late Delivery,884.38,2025-06-06
R003467,O0034101,P1081,Late Delivery,317.26,2024-10-25
R003468,O0034101,P1274,Changed Mind,750.75,2024-11-10
R003469,O0034101,P0498,Defective,134.13,2024-11-08
R003470,O0034124,P0839,Defective,501.48,2024-02-28
R003471,O0034124,P1235,Late Delivery,1339.52,2024-03-07
R003472,O0034124,P0382,Changed Mind,284.58,2024-03-06
R003473,O0034124,P0115,Defective,1480.76,2024-03-09
R003474,O0034172,P0487,Late Delivery,185.03,2025-10-27
R003475,O0034175,P1017,Defective,1855.72,2025-11-27
R003476,O0034179,P1355,Wrong Item,1996.06,2025-01-12
R003477,O0034190,P0978,Defective,2612.49,2024-05-16
R003478,O0034242,P0607,Wrong Item,1475.04,2025-01-20
R003479,O0034242,P0717,Wrong Item,868.99,2025-01-26
R003480,O0034246,P0334,Changed Mind,605.12,2024-10-27
R003481,O0034246,P0343,Changed Mind,1808.16,2024-10-21
R003482,O0034257,P0661,Wrong Item,1053.9,2025-09-12
R003483,O0034325,P1472,Changed Mind,1022.22,2025-06-01
R003484,O0034325,P0033,Late Delivery,1058.45,2025-06-01
R003485,O0034325,P1075,Defective,880.0,2025-05-26
R003486,O0034372,P1410,Changed Mind,140.35,2024-07-30
R003487,O0034381,P1426,Wrong Item,352.96,2026-09-11
R003488,O0034398,P0307,Defective,803.71,2024-10-24
R003489,O0034409,P0262,Defective,992.24,2024-05-24
R003490,O0034409,P1346,Late Delivery,449.56,2024-05-24
R003491,O0034415,P0862,Defective,748.1,2026-07-09
R003492,O0034415,P0275,Defective,91.54,2026-07-19
R003493,O0034417,P0524,Late Delivery,350.97,2024-11-01
R003494,O0034421,P0217,Wrong Item,400.13,2025-12-12
R003495,O0034429,P0268,Changed Mind,138.94,2024-05-15
R003496,O0034441,P0460,Late Delivery,528.57,2025-06-13
R003497,O0034471,P1023,Defective,2581.02,2025-01-19
R003498,O0034472,P1158,Wrong Item,1058.0,2026-03-24
R003499,O0034472,P1093,Wrong Item,1426.78,2026-03-21
R003500,O0034478,P1219,Defective,228.98,2024-05-19
R003501,O0034480,P1456,Changed Mind,409.45,2024-09-12
R003502,O0034480,P0935,Defective,1371.21,2024-09-14
R003503,O0034480,P0294,Changed Mind,479.29,2024-09-13
R003504,O0034513,P1384,Wrong Item,339.15,2025-03-26
R003505,O0034569,P0161,Defective,700.79,2026-05-25
R003506,O0034569,P1284,Defective,588.1,2026-06-04
R003507,O0034616,P0673,Wrong Item,212.16,2024-02-05
R003508,O0034627,P0187,Wrong Item,206.8,2024-11-04
R003509,O0034627,P0623,Wrong Item,171.3,2024-10-25
R003510,O0034627,P1161,Wrong Item,1216.06,2024-11-01
R003511,O0034633,P1350,Late Delivery,1357.86,2025-05-26
R003512,O0034646,P0707,Late Delivery,912.84,2025-03-01
R003513,O0034656,P0216,Late Delivery,914.07,2024-12-05
R003514,O0034656,P0416,Changed Mind,91.88,2024-12-09
R003515,O0034676,P0914,Wrong Item,986.44,2026-02-24
R003516,O0034676,P0756,Changed Mind,702.44,2026-02-16
R003517,O0034682,P1229,Defective,650.43,2026-05-19
R003518,O0034708,P1149,Changed Mind,676.91,2025-08-07
R003519,O0034716,P0354,Wrong Item,1094.13,2024-06-01
R003520,O0034716,P1413,Late Delivery,802.82,2024-06-01
R003521,O0034717,P0111,Late Delivery,1230.39,2026-03-16
R003522,O0034749,P0704,Late Delivery,561.23,2026-04-10
R003523,O0034749,P1469,Defective,1192.42,2026-04-06
R003524,O0034749,P0468,Wrong Item,264.04,2026-04-07
R003525,O0034749,P0778,Defective,130.22,2026-04-13
R003526,O0034782,P0128,Late Delivery,1087.35,2025-01-28
R003527,O0034786,P1044,Wrong Item,1023.69,2025-11-30
R003528,O0034801,P0736,Late Delivery,1335.5,2026-02-22
R003529,O0034801,P0084,Defective,813.34,2026-02-23
R003530,O0034804,P0037,Defective,1344.43,2025-01-19
R003531,O0034804,P0864,Late Delivery,198.78,2025-01-24
R003532,O0034848,P0623,Defective,168.16,2024-07-29
R003533,O0034848,P0691,Changed Mind,1003.94,2024-08-04
R003534,O0034848,P0099,Changed Mind,78.63,2024-08-05
R003535,O0034870,P0148,Changed Mind,603.77,2026-07-08
R003536,O0034901,P0068,Defective,975.13,2025-09-20
R003537,O0034913,P0047,Changed Mind,300.02,2026-08-15
R003538,O0034913,P0817,Defective,634.91,2026-08-13
R003539,O0034931,P0902,Wrong Item,1042.21,2026-08-08
R003540,O0034931,P1092,Changed Mind,637.65,2026-08-04
R003541,O0034931,P0938,Late Delivery,1566.86,2026-08-10
R003542,O0034937,P0388,Late Delivery,480.25,2025-01-23
R003543,O0034937,P0492,Defective,1318.84,2025-01-14
R003544,O0034940,P0657,Changed Mind,647.51,2025-11-21
R003545,O0034944,P0879,Late Delivery,4088.0,2025-12-01
R003546,O0034945,P0022,Wrong Item,831.93,2025-07-31
R003547,O0034945,P1469,Wrong Item,1305.77,2025-07-29
R003548,O0034957,P0061,Late Delivery,673.0,2025-04-11
R003549,O0034957,P1455,Changed Mind,586.5,2025-03-27
R003550,O0034967,P0815,Late Delivery,555.46,2024-04-27
R003551,O0034977,P0739,Changed Mind,167.9,2024-06-11
R003552,O0034977,P1218,Changed Mind,1131.79,2024-06-13
R003553,O0034977,P0220,Defective,829.37,2024-06-01
R003554,O0034990,P0202,Late Delivery,1064.37,2025-09-10
R003555,O0035013,P0698,Late Delivery,202.58,2025-12-31
R003556,O0035030,P0152,Late Delivery,1360.21,2026-06-17
R003557,O0035030,P1331,Defective,1944.96,2026-06-03
R003558,O0035039,P0326,Defective,748.23,2024-08-20
R003559,O0035039,P0599,Late Delivery,2881.73,2024-08-11
R003560,O0035069,P0614,Changed Mind,4562.52,2024-10-17
R003561,O0035082,P0241,Changed Mind,501.5,2024-07-14
R003562,O0035082,P0918,Late Delivery,931.85,2024-07-17
R003563,O0035102,P0725,Wrong Item,979.27,2026-06-28
R003564,O0035102,P0803,Defective,179.11,2026-06-16
R003565,O0035116,P0317,Changed Mind,113.93,2024-05-24
R003566,O0035116,P0697,Wrong Item,431.53,2024-05-20
R003567,O0035116,P1125,Changed Mind,2022.15,2024-05-25
R003568,O0035127,P0258,Late Delivery,501.23,2025-03-12
R003569,O0035149,P0046,Late Delivery,343.98,2024-08-27
R003570,O0035149,P0068,Late Delivery,439.3,2024-09-01
R003571,O0035149,P1273,Wrong Item,415.92,2024-08-28
R003572,O0035159,P1092,Wrong Item,664.17,2025-04-18
R003573,O0035173,P1294,Defective,2411.88,2025-12-17
R003574,O0035173,P1307,Defective,403.57,2025-12-24
R003575,O0035176,P0404,Defective,458.22,2025-10-26
R003576,O0035199,P0952,Wrong Item,276.15,2024-02-08
R003577,O0035199,P0398,Late Delivery,1729.42,2024-01-30
R003578,O0035199,P0046,Late Delivery,159.57,2024-02-07
R003579,O0035208,P0376,Late Delivery,2156.65,2026-04-21
R003580,O0035208,P0086,Changed Mind,610.63,2026-04-20
R003581,O0035208,P1414,Defective,520.02,2026-04-24
R003582,O0035218,P0628,Wrong Item,412.09,2025-02-19
R003583,O0035218,P0165,Changed Mind,419.52,2025-02-19
R003584,O0035219,P1133,Wrong Item,875.35,2024-09-24
R003585,O0035219,P1116,Wrong Item,1346.06,2024-09-26
R003586,O0035219,P0921,Changed Mind,884.54,2024-10-01
R003587,O0035225,P0177,Wrong Item,1303.35,2025-05-23
R003588,O0035226,P1488,Late Delivery,305.63,2024-11-17
R003589,O0035226,P0250,Wrong Item,1345.67,2024-11-11
R003590,O0035232,P0641,Changed Mind,1138.28,2026-03-20
R003591,O0035239,P0098,Late Delivery,1187.09,2026-05-16
R003592,O0035283,P0678,Late Delivery,588.3,2025-03-05
R003593,O0035283,P0923,Late Delivery,1485.17,2025-02-25
R003594,O0035301,P0316,Wrong Item,872.98,2026-03-26
R003595,O0035321,P0371,Defective,238.5,2024-02-27
R003596,O0035331,P1219,Defective,199.83,2025-05-15
R003597,O0035344,P0784,Changed Mind,884.62,2024-04-12
R003598,O0035344,P0934,Defective,385.91,2024-04-26
R003599,O0035348,P1097,Defective,952.1,2024-07-21
R003600,O0035388,P0912,Changed Mind,913.28,2026-04-01
R003601,O0035388,P0831,Defective,257.53,2026-04-13
R003602,O0035388,P0146,Defective,957.19,2026-04-04
R003603,O0035389,P0642,Defective,2959.84,2025-01-07
R003604,O0035397,P1105,Defective,378.12,2026-03-15
R003605,O0035429,P0006,Defective,197.3,2024-01-24
R003606,O0035429,P0608,Defective,31.5,2024-01-14
R003607,O0035442,P1043,Late Delivery,2328.26,2024-04-04
R003608,O0035463,P0736,Late Delivery,689.46,2024-11-15
R003609,O0035463,P1208,Changed Mind,153.03,2024-11-22
R003610,O0035463,P0277,Late Delivery,401.23,2024-11-14
R003611,O0035463,P1226,Late Delivery,72.69,2024-11-16
R003612,O0035496,P0748,Changed Mind,421.56,2026-05-09
R003613,O0035496,P0556,Wrong Item,923.13,2026-05-05
R003614,O0035509,P0749,Wrong Item,951.57,2026-07-01
R003615,O0035509,P0633,Changed Mind,200.36,2026-06-30
R003616,O0035531,P0272,Changed Mind,4433.45,2026-04-19
R003617,O0035531,P1103,Late Delivery,536.26,2026-04-12
R003618,O0035537,P0607,Wrong Item,306.84,2024-02-11
R003619,O0035537,P0672,Changed Mind,752.05,2024-02-07
R003620,O0035567,P0416,Changed Mind,92.5,2026-05-31
R003621,O0035567,P0890,Wrong Item,305.4,2026-05-22
R003622,O0035603,P0676,Late Delivery,167.83,2026-08-29
R003623,O0035617,P1349,Defective,2592.2,2026-08-05
R003624,O0035632,P1127,Late Delivery,514.33,2024-12-23
R003625,O0035632,P1234,Changed Mind,152.32,2024-12-23
R003626,O0035655,P1279,Late Delivery,1094.49,2024-09-08
R003627,O0035655,P1434,Changed Mind,1263.87,2024-09-07
R003628,O0035657,P0817,Late Delivery,1470.57,2025-05-12
R003629,O0035679,P0862,Defective,1018.75,2026-03-01
R003630,O0035679,P0541,Late Delivery,688.57,2026-03-09
R003631,O0035679,P1477,Defective,628.05,2026-03-09
R003632,O0035687,P1498,Changed Mind,807.88,2024-11-21
R003633,O0035687,P1065,Late Delivery,404.83,2024-11-28
R003634,O0035687,P1290,Defective,154.58,2024-11-17
R003635,O0035701,P0676,Defective,159.95,2026-05-30
R003636,O0035704,P0185,Changed Mind,2253.87,2024-03-23
R003637,O0035707,P0513,Defective,129.3,2024-11-08
R003638,O0035717,P0001,Defective,1058.56,2026-05-08
R003639,O0035717,P0864,Wrong Item,868.75,2026-05-12
R003640,O0035721,P1230,Wrong Item,511.85,2025-02-19
R003641,O0035721,P1124,Late Delivery,1158.24,2025-02-06
R003642,O0035746,P1440,Defective,1692.57,2024-02-11
R003643,O0035746,P1377,Defective,2283.99,2024-02-05
R003644,O0035746,P0297,Wrong Item,47.2,2024-02-13
R003645,O0035800,P0852,Late Delivery,632.36,2024-07-03
R003646,O0035822,P0235,Changed Mind,1187.68,2025-08-21
R003647,O0035825,P1092,Wrong Item,1365.21,2024-08-15
R003648,O0035838,P0756,Wrong Item,759.02,2025-06-13
R003649,O0035844,P1032,Wrong Item,981.03,2025-05-28
R003650,O0035856,P0393,Defective,1773.85,2026-08-09
R003651,O0035866,P0521,Changed Mind,1282.99,2024-10-20
R003652,O0035881,P0181,Wrong Item,1157.29,2026-03-15
R003653,O0035926,P0931,Defective,521.63,2025-03-10
R003654,O0035926,P0285,Wrong Item,73.96,2025-03-04
R003655,O0035926,P1117,Changed Mind,685.31,2025-03-01
R003656,O0035927,P1308,Changed Mind,500.3,2024-05-19
R003657,O0035930,P0267,Late Delivery,862.33,2025-06-06
R003658,O0035931,P0229,Late Delivery,1094.39,2025-01-12
R003659,O0035943,P0742,Changed Mind,2736.75,2026-06-14
R003660,O0035944,P0900,Late Delivery,1255.24,2024-11-20
R003661,O0035944,P1127,Wrong Item,489.95,2024-11-20
R003662,O0035982,P0853,Wrong Item,953.86,2024-08-21
R003663,O0035996,P1424,Wrong Item,1059.03,2025-12-08
R003664,O0035997,P1411,Late Delivery,842.78,2025-10-09
R003665,O0036044,P1102,Changed Mind,1198.23,2024-04-24
R003666,O0036051,P0351,Late Delivery,186.0,2025-10-07
R003667,O0036068,P0398,Wrong Item,1881.17,2025-04-15
R003668,O0036070,P1261,Late Delivery,644.15,2025-08-06
R003669,O0036081,P1458,Changed Mind,2559.49,2026-01-20
R003670,O0036081,P0378,Defective,632.1,2026-01-30
R003671,O0036081,P1245,Wrong Item,756.18,2026-01-27
R003672,O0036097,P1111,Defective,980.33,2024-08-09
R003673,O0036117,P1456,Defective,790.81,2025-08-17
R003674,O0036119,P1482,Late Delivery,259.65,2025-11-13
R003675,O0036119,P0274,Defective,1396.56,2025-11-10
R003676,O0036137,P0047,Late Delivery,866.16,2026-05-25
R003677,O0036138,P0171,Late Delivery,1069.25,2026-02-09
R003678,O0036145,P0993,Changed Mind,1098.21,2025-03-22
R003679,O0036166,P0087,Wrong Item,980.37,2024-09-27
R003680,O0036166,P0952,Wrong Item,574.1,2024-09-12
R003681,O0036206,P0164,Late Delivery,37.12,2025-03-01
R003682,O0036218,P1284,Late Delivery,1147.36,2025-09-17
R003683,O0036218,P0536,Late Delivery,916.66,2025-09-02
R003684,O0036218,P0235,Late Delivery,1306.05,2025-09-05
R003685,O0036221,P0156,Defective,601.95,2025-09-21
R003686,O0036227,P1123,Defective,1154.27,2025-09-18
R003687,O0036227,P0895,Wrong Item,1786.76,2025-09-19
R003688,O0036227,P1127,Late Delivery,414.45,2025-09-30
R003689,O0036227,P0719,Late Delivery,205.49,2025-09-20
R003690,O0036227,P0146,Wrong Item,754.17,2025-09-30
R003691,O0036228,P1054,Changed Mind,172.28,2025-08-15
R003692,O0036235,P1156,Late Delivery,321.13,2024-03-23
R003693,O0036249,P0672,Changed Mind,727.73,2024-08-22
R003694,O0036249,P0844,Defective,1440.78,2024-09-01
R003695,O0036329,P0005,Changed Mind,1452.85,2024-08-19
R003696,O0036344,P0902,Changed Mind,2166.6,2025-04-18
R003697,O0036344,P0942,Wrong Item,844.87,2025-04-24
R003698,O0036344,P0567,Wrong Item,644.84,2025-04-19
R003699,O0036381,P0734,Defective,1029.88,2025-12-20
R003700,O0036381,P1074,Defective,241.97,2025-12-21
R003701,O0036381,P0933,Late Delivery,566.57,2025-12-13
R003702,O0036381,P1260,Defective,548.22,2025-12-12
R003703,O0036401,P0800,Changed Mind,864.52,2026-03-04
R003704,O0036434,P0876,Wrong Item,3160.43,2026-03-03
R003705,O0036434,P0786,Late Delivery,405.47,2026-03-09
R003706,O0036445,P0539,Defective,713.13,2025-12-07
R003707,O0036446,P0769,Wrong Item,4683.21,2024-04-10
R003708,O0036446,P1483,Defective,1217.94,2024-04-01
R003709,O0036446,P1114,Defective,1666.46,2024-03-30
R003710,O0036446,P0308,Defective,573.74,2024-03-25
R003711,O0036462,P1232,Late Delivery,398.9,2024-02-11
R003712,O0036464,P1400,Defective,650.15,2025-01-30
R003713,O0036464,P1347,Wrong Item,795.62,2025-01-22
R003714,O0036464,P0309,Wrong Item,2608.21,2025-02-02
R003715,O0036464,P0073,Late Delivery,1007.25,2025-02-04
R003716,O0036489,P0670,Wrong Item,2968.37,2024-04-24
R003717,O0036491,P1056,Late Delivery,633.2,2026-08-25
R003718,O0036540,P0948,Defective,305.55,2026-03-08
R003719,O0036548,P1376,Wrong Item,1223.61,2024-04-10
R003720,O0036548,P0451,Late Delivery,238.17,2024-04-13
R003721,O0036557,P1256,Changed Mind,877.57,2025-01-31
R003722,O0036572,P0739,Wrong Item,182.45,2025-08-29
R003723,O0036582,P0698,Wrong Item,192.67,2024-10-30
R003724,O0036584,P1088,Defective,996.5,2025-07-09
R003725,O0036586,P1070,Late Delivery,757.88,2026-06-18
R003726,O0036591,P1428,Late Delivery,346.2,2025-07-18
R003727,O0036596,P0188,Late Delivery,894.96,2024-10-18
R003728,O0036596,P1053,Late Delivery,2350.8,2024-10-22
R003729,O0036602,P1286,Wrong Item,482.36,2024-05-16
R003730,O0036602,P0615,Defective,1106.42,2024-05-09
R003731,O0036602,P0755,Changed Mind,332.2,2024-05-25
R003732,O0036602,P1158,Changed Mind,3303.05,2024-05-13
R003733,O0036616,P0508,Defective,1198.06,2026-05-20
R003734,O0036616,P0403,Late Delivery,19.27,2026-05-15
R003735,O0036616,P0898,Wrong Item,109.23,2026-05-07
R003736,O0036617,P0187,Defective,211.31,2025-09-09
R003737,O0036642,P0906,Defective,499.78,2026-06-16
R003738,O0036642,P0100,Late Delivery,610.99,2026-06-25
R003739,O0036642,P0293,Defective,717.41,2026-06-22
R003740,O0036646,P0504,Late Delivery,1237.25,2025-11-16
R003741,O0036646,P0533,Changed Mind,706.74,2025-11-15
R003742,O0036664,P1219,Changed Mind,210.24,2025-12-08
R003743,O0036667,P0461,Defective,513.6,2026-06-26
R003744,O0036667,P0720,Wrong Item,517.0,2026-07-08
R003745,O0036683,P0945,Changed Mind,428.72,2026-03-07
R003746,O0036683,P0190,Wrong Item,138.98,2026-03-05
R003747,O0036701,P0637,Wrong Item,209.88,2024-08-22
R003748,O0036725,P1123,Changed Mind,3069.97,2026-06-23
R003749,O0036733,P1297,Defective,1050.39,2025-03-22
R003750,O0036736,P0720,Late Delivery,801.87,2024-12-11
R003751,O0036736,P0048,Defective,1294.95,2024-12-06
R003752,O0036736,P0752,Wrong Item,856.71,2024-12-09
R003753,O0036748,P0917,Wrong Item,444.75,2025-02-15
R003754,O0036767,P1388,Wrong Item,1090.21,2025-11-11
R003755,O0036767,P0660,Wrong Item,1238.96,2025-11-13
R003756,O0036767,P0955,Wrong Item,99.54,2025-11-14
R003757,O0036784,P0819,Wrong Item,439.31,2024-03-28
R003758,O0036784,P0237,Wrong Item,826.95,2024-03-25
R003759,O0036792,P1344,Wrong Item,2515.27,2025-01-17
R003760,O0036792,P0372,Changed Mind,1087.82,2025-01-23
R003761,O0036815,P1500,Changed Mind,113.76,2025-05-19
R003762,O0036836,P0012,Wrong Item,512.14,2025-04-11
R003763,O0036836,P0706,Late Delivery,662.55,2025-04-20
R003764,O0036836,P0140,Defective,2387.26,2025-04-14
R003765,O0036842,P0696,Defective,553.12,2024-10-12
R003766,O0036842,P1084,Defective,345.85,2024-10-18
R003767,O0036842,P0535,Late Delivery,456.31,2024-10-22
R003768,O0036842,P1139,Defective,249.79,2024-10-27
R003769,O0036858,P0152,Late Delivery,1320.76,2026-01-31
R003770,O0036861,P0713,Changed Mind,1351.9,2024-11-27
R003771,O0036881,P0781,Wrong Item,1225.47,2024-09-12
R003772,O0036891,P0305,Wrong Item,692.24,2024-08-19
R003773,O0036891,P0263,Wrong Item,1086.15,2024-08-26
R003774,O0036893,P1010,Defective,54.41,2026-01-20
R003775,O0036893,P0759,Defective,1020.2,2026-01-22
R003776,O0036911,P0998,Late Delivery,1045.83,2024-05-03
R003777,O0036911,P0431,Changed Mind,1422.35,2024-05-20
R003778,O0036918,P0626,Late Delivery,979.66,2025-06-19
R003779,O0036918,P0155,Changed Mind,1157.46,2025-07-01
R003780,O0036918,P0629,Defective,71.0,2025-07-01
R003781,O0036925,P0186,Wrong Item,1115.91,2026-03-23
R003782,O0036956,P0059,Wrong Item,416.08,2024-02-29
R003783,O0036960,P0298,Late Delivery,949.53,2026-09-01
R003784,O0036968,P0521,Defective,592.14,2026-05-27
R003785,O0036970,P1236,Late Delivery,415.81,2025-10-08
